PROVIDER_ID|PROV_ADD_ID|ADDRESS_TYPE_CD|ADDRESS_LINE_1|ADDRESS_LINE_2|CITY|STATE_CD|ZIP|PHONE|PHONE_EXT|FAX|COUNTY|EFFECTIVE_DT|TERM_DT|COUNTRY_CD
1952440679AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 4046||Springfield|MO|65808|4172699060|||Greene|2000-01-01|9999-12-31|
1952715716AA^EHI0NA|001^20000101_000000.|Mailing|411 N. McCroskey St.||Nixa|MO|65714-9330|4172692227||4172692235|Christian|2000-01-01|9999-12-31|
1952741761AA^EHI0NA|001^20000101_000000.|Physical|12345 W. Bend Dr.|Ste. 300|Saint Louis|MO|63128|3148496000||3148491417|Saint Louis|2000-01-01|9999-12-31|
1952741761AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156|3148511069||3148514449|Saint Louis City|2000-01-01|9999-12-31|
1962630434AA^EHI0NA|001^20000101_000000.|Physical|5034 Griffin Rd.||Saint Louis|MO|63128|3148437333||3148439946|Saint Louis|2000-01-01|9999-12-31|
1962630434AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156|3148511069||3148514449|Saint Louis City|2000-01-01|9999-12-31|
1972529972AA^EHI0NA|001^20000101_000000.|Physical|3023 N. Ballas Rd.|Ste. 500-D|Saint Louis|MO|63131|3149967930||3149967935|Saint Louis|2000-01-01|9999-12-31|
1972529972AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 959354||Saint Louis|MO|63195-9354|3149968101||3149967127|Saint Louis City|2000-01-01|9999-12-31|
1972613297AA^EHI0NA|001^20000101_000000.|Physical|1225 Graham Rd.|Ste. 2320-C|Florissant|MO|63031|3149536801||3149536119|Saint Louis|2000-01-01|9999-12-31|
1972613297AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 959354||Saint Louis|MO|63195-9354|3149968101||3149967127|Saint Louis City|2000-01-01|9999-12-31|
1972694685AC^EHI0NA|001^20000101_000000.|Physical|4 Memorial Dr.|Ste. 230-B|Alton|IL|62002|6184637777||6184637767|Madison|2000-01-01|9999-12-31|
1972694685AC^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 959203||Saint Louis|MO|63195-9203|3149968101||3149967127|Saint Louis City|2000-01-01|9999-12-31|
1972751097AB^EHI0NA|002^20080101_000000.|Physical|12655 Olive Blvd|4th Flr|Saint Louis|MO|63141-6386|3145811087|||Saint Louis|2008-01-01|9999-12-31|
1972751097AB^EHI0NA|PRI^20040101_000000.|Physical|2175 Charbonier Rd.|Ste. B|Florissant|MO|63031|3148310181||3148514471|Saint Louis|2004-01-01|9999-12-31|
1972751097AB^EHI0NA|RMT^20070101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156|3149310181||3148514471|Saint Louis City|2007-01-01|9999-12-31|
1972751097AC^EHI0NA|002^20000101_000000.|Physical|2175 Charbonier Rd.|Ste. B|Florissant|MO|63031|3148310181||3148514471|Saint Louis|2000-01-01|9999-12-31|
1972751097AC^EHI0NA|PRI^20040101_000000.|Physical|4800 Mexico Rd.|Ste. 102|Saint Peters|MO|63376|6364410067||6364411062|Saint Charles|2004-01-01|9999-12-31|
1972751097AC^EHI0NA|RMT^20070101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156|3148511069||3148514449|Saint Louis City|2007-01-01|9999-12-31|
1972942985AA^EHI0NA|001^20000101_000000.|Physical|12345 W. Bend Dr.|Ste. 300|Saint Louis|MO|63128|3148496000||3148491417|Saint Louis|2000-01-01|9999-12-31|
1972942985AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156|3148511069||3148514449|Saint Louis City|2000-01-01|9999-12-31|
1982604369AA^EHI0NA|001^19000101_000000.|Physical|3409 Union Blvd.||Saint Louis|MO|63115-1127|3142614834||3143833970|Saint Louis City|1900-01-01|9999-12-31|
1982604369AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156-3340|3148511069||3148514449|Saint Louis City|2000-01-01|9999-12-31|
1982714804AA^EHI0NA|001^20000101_000000.|Physical|3800 S. National Ave.|Ste. 600|Springfield|MO|65807|4172691499||4172691459|Greene|2000-01-01|9999-12-31|
1982714804AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 4046||Springfield|MO|65808|4172697878|||Greene|2000-01-01|9999-12-31|
1982831657AA^EHI0NA|001^20000101_000000.|Physical|5425 Southfield Ctr.||Saint Louis|MO|63123|3145435258||3145435262|Saint Louis|2000-01-01|9999-12-31|
1982831657AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 66767||Saint Louis|MO|63166-6767|3145435993||3144160973|Saint Louis City|2000-01-01|9999-12-31|
1982895538AB^EHI0NA|001^20000101_000000.|Physical|13303 Tesson Ferry Rd.|Ste. 100|Saint Louis|MO|63128-4062|3147224741||3147224731|Saint Louis|2000-01-01|9999-12-31|
1982895538AB^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 23340||Saint Louis|MO|63156-3340|3148511000||3148514445|Saint Louis City|2000-01-01|9999-12-31|
1992018287AA^EHI0NA|001^20080101_000000.|Physical|3800 S. National Ave.|Ste. 600|Springfield|MO|65807|4172691499||4172691459|Greene|2008-01-01|9999-12-31|USA
1992018287AA^EHI0NA|RMT^20080101_000000.|Mailing|PO Box 4046||Springfield|MO|65808|4172691499||4172691459|Greene|2008-01-01|9999-12-31|USA
1992727473AB^EHI0NA|001^20000101_000000.|Physical|525 Branson Landing Blvd.||Branson|MO|65616|4173357128||4173488007|Taney|2000-01-01|9999-12-31|
1992727473AB^EHI0NA|002^20000101_000000.|Physical|Accepts Long Term Nursing Home Residents|Only In Selected Facilities|Branson|MO|65616|4173357128|||Taney|2000-01-01|9999-12-31|
1992727473AB^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 4046||Springfield|MO|65808|4173357128|||Greene|2000-01-01|9999-12-31|
1992739221AA^EHI0NA|001^20000101_000000.|Physical|1512 N. Green Mount Rd.|Ste. 108|O Fallon|IL|62269|6186245510||6186245529|Saint Clair|2000-01-01|9999-12-31|
1992739221AA^EHI0NA|RMT^20000101_000000.|Mailing|PO Box 4057||Carol Stream|IL|60197|8776362261|||Dupage|2000-01-01|9999-12-31|
BKC00903032^BKC0NA|002^20000101_000000.|Physical|10161 N Ambassador Dr||Kansas City|MO|64153|8164642333||8164645272|Platte|2000-01-01|9999-12-31|
BKC00903032^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|
BKC01784041^BKC0NA|001^20150101_000000.|Physical|2799 N Washington St||Chillicothe|MO|64601|6606462682||6602148611|Livingston|2015-01-01|9999-12-31|USA
BKC01784041^BKC0NA|RMT^20000101_000000.|Mailing|2799 N Washington St||Chillicothe|MO|64601|6606462682||6602148611|Livingston|2000-01-01|9999-12-31|USA
BKC01784051^BKC0NA|001^20140213_000000.|Physical|2791 N Washington Street||Chillicothe|MO|64601|6606462682||6602148611|Livingston|2014-02-13|9999-12-31|USA
BKC01784051^BKC0NA|RMT^20000101_000000.|Mailing|2799 N Washington St||Chillicothe|MO|64601||||Livingston|2000-01-01|9999-12-31|USA
BKC04364058^BKC0NA|002^20000101_000000.|Physical|2000 NE Vivion Rd|Ste 100|Kansas City|MO|64118|8164531314||8164533434|Clay|2000-01-01|9999-12-31|
BKC04364058^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC04552077^BKC0NA|001^20150627_000000.|Physical|2330 E Meyer Blvd|Ste 101|Kansas City|MO|64132|8162769800||8162769801|Jackson|2015-06-27|9999-12-31|USA
BKC04552077^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403453||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC04888087^BKC0NA|001^20080901_000000.|Physical|4911 S Arrowhead Dr|Ste 200|Independence|MO|64055|8167959595||8167951188|Jackson|2008-09-01|9999-12-31|USA
BKC04888087^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403794||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC04957013^BKC0NA|002^20160101_000000.|Physical|2600 Running Horse Rd||Platte City|MO|64079|8168582200||8168583611|Platte|2016-01-01|9999-12-31|
BKC04957013^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC05175056^BKC0NA|003^20150627_000000.|Physical|2330 E Meyer Blvd|Ste 101|Kansas City|MO|64132|8163637710||8163638414|Jackson|2015-06-27|9999-12-31|USA
BKC05175056^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403453||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC05864065^BKC0NA|001^19950807_000000.|Physical|5555 W 58th St||Mission|KS|66202|9134322080||9134325183|Johnson|1995-08-07|9999-12-31|USA
BKC05864065^BKC0NA|RMT^20000101_000000.|Mailing|5555 W 58th St||Mission|KS|66202|||9134328463|Johnson|2000-01-01|9999-12-31|USA
BKC05917050^BKC0NA|001^20110601_000000.|Physical|6675 Holmes Rd|Ste 360|Kansas City|MO|64131|8162767600||8168826349|Jackson|2011-06-01|9999-12-31|USA
BKC05917050^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403486||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC06553126^BKC0NA|001^20160601_000000.|Physical|305 S Platte Clay Way|Ste A|Kearney|MO|64060|8166284409||8166285783|Clay|2016-06-01|9999-12-31|USA
BKC06553126^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 219672||Kansas City|MO|64121|8164077200||8167816973|Jackson|2000-01-01|9999-12-31|USA
BKC06622042^BKC0NA|001^20150601_000000.|Physical|10601 Quivira Rd|Ste 200|Overland Park|KS|66215|9135413340||9134927857|Johnson|2015-06-01|9999-12-31|USA
BKC06622042^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 404639||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC06639027^BKC0NA|002^19950101_000000.|Physical|900 Main St||Grandview|MO|64030|8167658900||8167639359|Jackson|1995-01-01|9999-12-31|USA
BKC06639027^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403470||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC06870095^BKC0NA|001^19980801_000000.|Physical|3901 Rainbow Blvd||Kansas City|KS|66160|9135881908||9135881910|Wyandotte|1998-08-01|9999-12-31|USA
BKC06870095^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 411851||Kansas City|MO|64141||||Jackson|2000-01-01|9999-12-31|USA
BKC06906020^BKC0NA|001^20100405_000000.|Physical|20805 W 151st St|Ste 224|Olathe|KS|66061|9137828300||9137821574|Johnson|2010-04-05|9999-12-31|USA
BKC06906020^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504993||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC07085038^BKC0NA|001^20090301_000000.|Physical|9119 W 74th St|Ste 150|Shawnee Mission|KS|66204|9137891980||9137891990|Johnson|2009-03-01|9999-12-31|USA
BKC07085038^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 18035||Belfast|ME|04915||||Waldo|2000-01-01|9999-12-31|USA
BKC07137074^BKC0NA|001^20150501_000000.|Physical|2340 E Meyer Blvd|Bldg 2 Ste 640|Kansas City|MO|64132|8165237000||8165237095|Jackson|2015-05-01|9999-12-31|USA
BKC07137074^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403457||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC07406033^BKC0NA|001^20110601_000000.|Physical|6675 Holmes Rd|Ste 360|Kansas City|MO|64131|8162767600||8168826349|Jackson|2011-06-01|9999-12-31|USA
BKC07406033^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403486||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC07470035^BKC0NA|001^20080101_000000.|Physical|4321 Washington St|Ste 3000|Kansas City|MO|64111|8169323100||8169326871|Jackson|2008-01-01|9999-12-31|USA
BKC07470035^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC07584071^BKC0NA|001^20030101_000000.|Physical|8800 W 75th St|Ste 300|Shawnee Mission|KS|66204|9137224240||9137222435|Johnson|2003-01-01|9999-12-31|USA
BKC07584071^BKC0NA|RMT^20000101_000000.|Mailing|5555 W 58th St||Mission|KS|66202|||9134328463|Johnson|2000-01-01|9999-12-31|USA
BKC07603051^BKC0NA|101^20130101_000000.|Physical|11725 W 112th St||Overland Park|KS|66210|9134695579||9134690824|Johnson|2013-01-01|9999-12-31|
BKC07603051^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC07637066^BKC0NA|001^20160301_000000.|Physical|4801 S Cliff Ave|Ste 300|Independence|MO|64055|8162515200||8162515299|Jackson|2016-03-01|9999-12-31|USA
BKC07637066^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC07896064^BKC0NA|001^19970101_000000.|Physical|12121 Blue Ridge Ext|Ste M|Grandview|MO|64030|8167610884||8167611790|Jackson|1997-01-01|9999-12-31|USA
BKC07896064^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 957119||Saint Louis|MO|63195||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC07937145^BKC0NA|001^20080901_000000.|Physical|4911 S Arrowhead Dr|Ste 200|Independence|MO|64055|8167959595||8167951188|Jackson|2008-09-01|9999-12-31|USA
BKC07937145^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403794||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC07978022^BKC0NA|001^20110601_000000.|Physical|6080 N Oak Trfy||Gladstone|MO|64118|8164539232||8164552423|Clay|2011-06-01|9999-12-31|USA
BKC07978022^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC07992068^BKC0NA|001^20080101_000000.|Physical|373 W 101st Ter||Kansas City|MO|64114|8169428200||9134953760|Jackson|2008-01-01|9999-12-31|USA
BKC07992068^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 413147||Kansas City|MO|64141|||9134952201|Jackson|2000-01-01|9999-12-31|USA
BKC08106040^BKC0NA|001^20080101_000000.|Physical|4321 Washington St|Ste 3000|Kansas City|MO|64111|8169323100||8169326871|Jackson|2008-01-01|9999-12-31|USA
BKC08106040^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC08200017^BKC0NA|001^20110601_000000.|Physical|6675 Holmes Rd|Ste 360|Kansas City|MO|64131|8162767600||8168826349|Jackson|2011-06-01|9999-12-31|USA
BKC08200017^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403486||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC08385042^BKC0NA|001^20080101_000000.|Physical|4321 Washington St|Ste 3000|Kansas City|MO|64111|8169323100||8169326871|Jackson|2008-01-01|9999-12-31|USA
BKC08385042^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC08400040^BKC0NA|003^20130101_000000.|Physical|11725 W 112th St||Overland Park|KS|66210|9134695579||9134690824|Johnson|2013-01-01|9999-12-31|USA
BKC08400040^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC08400050^BKC0NA|004^20150701_000000.|Physical|10600 Mastin St||Overland Park|KS|66212|9134696447||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC08400050^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC08411065^BKC0NA|001^20080101_000000.|Physical|2700 Clay Edwards Dr|Ste 400|N Kansas City|MO|64116|8164214240||8164215015|Clay|2008-01-01|9999-12-31|USA
BKC08411065^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC08499029^BKC0NA|001^20120101_000000.|Physical|615 SW 3rd St||Lees Summit|MO|64063|8165243799||9134953727|Jackson|2012-01-01|9999-12-31|USA
BKC08499029^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 413147||Kansas City|MO|64141|||9134952201|Jackson|2000-01-01|9999-12-31|USA
BKC08505047^BKC0NA|001^20131001_000000.|Physical|6345 Long Ave||Shawnee|KS|66216|9136316400||9136316868|Johnson|2013-10-01|9999-12-31|USA
BKC08505047^BKC0NA|RMT^20000101_000000.|Mailing|6345 Long Ave||Shawnee|KS|66216|9136316400||9136316868|Johnson|2000-01-01|9999-12-31|USA
BKC08506035^BKC0NA|001^20160301_000000.|Physical|20 Ne Saint Lukes Blvd|Ste 200|Lees Summit|MO|64086|8163475100||8163475136|Jackson|2016-03-01|9999-12-31|USA
BKC08506035^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC08510043^BKC0NA|001^20131001_000000.|Physical|6345 Long Ave||Shawnee|KS|66216|9136316400||9136316868|Johnson|2013-10-01|9999-12-31|USA
BKC08510043^BKC0NA|RMT^20000101_000000.|Mailing|6345 Long Ave||Shawnee|KS|66216|9136316400||9136316868|Johnson|2000-01-01|9999-12-31|USA
BKC08650019^BKC0NA|001^19970101_000000.|Physical|5555 W 58th St||Mission|KS|66202|9134322080||9134325183|Johnson|1997-01-01|9999-12-31|USA
BKC08650019^BKC0NA|RMT^20000101_000000.|Mailing|5555 W 58th St||Mission|KS|66202|||9134328463|Johnson|2000-01-01|9999-12-31|USA
BKC08724086^BKC0NA|001^19941003_000000.|Physical|8800 W 75th St|Ste 300|Shawnee Mission|KS|66204|9137224240||9137222435|Johnson|1994-10-03|9999-12-31|USA
BKC08724086^BKC0NA|RMT^20000101_000000.|Mailing|5555 W 58th St||Mission|KS|66202|||9134328463|Johnson|2000-01-01|9999-12-31|USA
BKC08889047^BKC0NA|001^20010604_000000.|Physical|600 NW Murray Rd|Ste 210|Lees Summit|MO|64081|8163637710||8163638414|Jackson|2001-06-04|9999-12-31|USA
BKC08889047^BKC0NA|002^20010604_000000.|Physical|2820 E Rock Haven Rd|Ste 205|Harrisonville|MO|64701|8163804800||8162767027|Cass|2001-06-04|9999-12-31|USA
BKC08889047^BKC0NA|003^20010604_000000.|Physical|8701 Troost Ave||Kansas City|MO|64131|8169952000||2762767027|Jackson|2001-06-04|9999-12-31|USA
BKC08889047^BKC0NA|004^20010604_000000.|Physical|6675 Holmes Rd|Ste 550|Kansas City|MO|64131|8163637710||8163638414|Jackson|2001-06-04|9999-12-31|USA
BKC08889047^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403453||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC08924029^BKC0NA|001^20110228_000000.|Physical|2820 E Rock Haven Rd|Ste 210|Harrisonville|MO|64701|8163807470||8163803291|Cass|2011-02-28|9999-12-31|USA
BKC08924029^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 803869||Kansas City|MO|64180||||Jackson|2000-01-01|9999-12-31|USA
BKC08924049^BKC0NA|001^20000301_000000.|Physical|101 Old 7 Hwy|Ste B|Garden City|MO|64747|8167736203||8167738885|Cass|2000-03-01|9999-12-31|USA
BKC08924049^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 803869||Kansas City|MO|64180||||Jackson|2000-01-01|9999-12-31|USA
BKC08964028^BKC0NA|001^20120702_000000.|Physical|17067 S Outer Rd|Ste 100|Belton|MO|64012|8163314000||8163313626|Cass|2012-07-02|9999-12-31|USA
BKC08964028^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403446||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC08982066^BKC0NA|002^20090501_000000.|Physical|10787 Nall Ave|Ste 310|Overland Park|KS|66211|9139456900||9139456970|Johnson|2009-05-01|9999-12-31|USA
BKC08982066^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 957119||Saint Louis|MO|63195||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC08984062^BKC0NA|002^20090501_000000.|Physical|10787 Nall Ave|Ste 310|Overland Park|KS|66211|9139456900||9139456970|Johnson|2009-05-01|9999-12-31|USA
BKC08984062^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 957119||Saint Louis|MO|63195||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC09018072^BKC0NA|001^20150601_000000.|Physical|10601 Quivira Rd|Ste 200|Overland Park|KS|66215|9135413340||9134927857|Johnson|2015-06-01|9999-12-31|USA
BKC09018072^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 404639||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC09074023^BKC0NA|001^20130211_000000.|Physical|6450 N Chatham Ave||Kansas City|MO|64151|8167415542||8167464262|Platte|2013-02-11|9999-12-31|USA
BKC09074023^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC09285061^BKC0NA|001^20080101_000000.|Physical|2700 Clay Edwards Dr|Ste 400|N Kansas City|MO|64116|8164214240||8164215015|Clay|2008-01-01|9999-12-31|USA
BKC09285061^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 505260||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC09328079^BKC0NA|001^20150601_000000.|Physical|201 E Main St||Drexel|MO|64742|8166193000||8166193002|Bates|2015-06-01|9999-12-31|USA
BKC09328079^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 803869||Kansas City|MO|64180||||Jackson|2000-01-01|9999-12-31|USA
BKC09328169^BKC0NA|005^20150601_000000.|Physical|300 S Main||Peculiar|MO|64078|8167791100||8167791119|Cass|2015-06-01|9999-12-31|USA
BKC09328169^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 803869||Kansas City|MO|64180||||Jackson|2000-01-01|9999-12-31|USA
BKC09341116^BKC0NA|001^20110601_000000.|Physical|6675 Holmes Rd|Ste 360|Kansas City|MO|64131|8162767600||8168826349|Jackson|2011-06-01|9999-12-31|USA
BKC09341116^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 403486||Atlanta|GA|30384||||Fulton|2000-01-01|9999-12-31|USA
BKC09415053^BKC0NA|001^20080101_000000.|Physical|4321 Washington St|Ste 3000|Kansas City|MO|64111|8169323100||8169326871|Jackson|2008-01-01|9999-12-31|USA
BKC09415053^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC09435098^BKC0NA|001^20150701_000000.|Physical|10600 Mastin St|Ste A|Overland Park|KS|66212|9134696447||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|002^20150701_000000.|Physical|10600 Mastin St|Ste C|Overland Park|KS|66212|9134380868||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|003^20150701_000000.|Physical|10600 Mastin St|Ste B|Overland Park|KS|66212|9136810606||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|004^20150701_000000.|Physical|15100 Metcalf Ave|Ste 102|Overland Park|KS|66223|9136817628||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|005^20150701_000000.|Physical|15101 Glennwood Ave||Stanley|KS|66223|9136818866||9136816134|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|006^20150701_000000.|Physical|10550 Quivira Rd|Ste 360|Overland Park|KS|66215|9132270565||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|007^20150701_000000.|Physical|12208 W 87th Street Pkwy|Ste 180|Overland Park|KS|66215|9134382581||9133811311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|008^20150701_000000.|Physical|801 N Mur Len Rd|Ste 211|Olathe|KS|66062|9134512253||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|009^20150701_000000.|Physical|1803 S Ridgeview Rd||Olathe|KS|66062|9138290505||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|010^20150701_000000.|Physical|276 Tudor Rd||Lees Summit|MO|64086|8165258500||8165250185|Jackson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|011^20150701_000000.|Physical|10100 W 119th St|Ste 150|Overland Park|KS|66213|9137540061||9183381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435098^BKC0NA|013^20000101_000000.|Physical|12140 W 135th St||Overland Park|KS|66221|9134695579||9134690825|Johnson|2000-01-01|9999-12-31|
BKC09435098^BKC0NA|101^20130101_000000.|Physical|11725 W 112th St|Ste 102|Overland Park|KS|66210|9134695579||9133381311|Johnson|2013-01-01|9999-12-31|
BKC09435098^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC09435108^BKC0NA|013^20150701_000000.|Physical|1803 S Ridgeview Rd||Olathe|KS|66062|9138290505||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435108^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC09435118^BKC0NA|014^20150701_000000.|Physical|10600 Mastin St||Overland Park|KS|66212|9134696447||9133381311|Johnson|2015-07-01|9999-12-31|USA
BKC09435118^BKC0NA|RMT^20000101_000000.|Mailing|PO Box 741331||Atlanta|GA|30374|||9134695267|Fulton|2000-01-01|9999-12-31|USA
BKC09483028^BKC0NA|001^20150801_000000.|Mailing|5400 N Oak Trfw|Ste 100|Kansas City|MO|64118|8164536200||8164550595|Clay|2015-08-01|9999-12-31|USA
BKC09483028^BKC0NA|002^20150801_000000.|Physical|5400 N Oak Trfw|Ste 100|Kansas City|MO|64118|8164536200||8164550595|Clay|2015-08-01|9999-12-31|USA
BKC09505072^BKC0NA|002^20150801_000000.|Mailing|5400 N Oak Trfw Ste 100||Kansas City|MO|64118|8164536200||8164550595|Clay|2015-08-01|9999-12-31|USA
BKC09573067^BKC0NA|001^20060101_000000.|Physical|2040 Hutton Rd|Ste 102|Kansas City|KS|66109|9132993700||9132993050|Wyandotte|2006-01-01|9999-12-31|USA
BKC09573067^BKC0NA|RMT^20000101_000000.|Mailing|5555 W 58th St||Mission|KS|66202|||9134328463|Johnson|2000-01-01|9999-12-31|USA
BKC09997060^BKC0NA|001^20080101_000000.|Physical|4321 Washington St|Ste 3000|Kansas City|MO|64111|8169323100||8169326871|Jackson|2008-01-01|9999-12-31|USA
BKC09997060^BKC0NA|RMT^20000101_000000.|Mailing|Po Box 504938||Saint Louis|MO|63150||||Saint Louis City|2000-01-01|9999-12-31|USA
BKC10000045^BKC0NA|001^20080101_000000.|Physical|2700 Clay Edwards Dr|Ste 400|N Kansas City|MO|64116|8164214240||8164215015|Clay|2008-01-01|9999-12-31|USA
